Lemma,Register,Mood,Usage_Category,Full_Sentence
break,TEXTBOOK,,LITERAL,"Read the Study Skill. Then work in pairs and briefly tell each other the story. Reading stories that you already know Reading stories that you know in a foreign language is very useful. You're familiar with the content, so you can concentrate on learning new vocabulary and expressions, as well as enjoying the story. TheHijltj Dtrcklinj lYie- original storf went something lifce- this ... Once- upon a time, a mother duck was sitting on her eggs, waiting for them to hatch. One by one, the eggshells broke open and a cute little duckling popped out. &ut the very last egg was much larger than the others. It took ages for its shell to break open and the baby bird which finally emerged was very different from the other little ducklings. Had he been a cute little duckling like the rest of them, things would haw been very different (and there would have been no story to tell). &ut he wasn't a cute little duckling. He was big, grey ... and ugly. He certainly was"
break,TEXTBOOK,,LITERAL,"foreign language is very useful. You're familiar with the content, so you can concentrate on learning new vocabulary and expressions, as well as enjoying the story. TheHijltj Dtrcklinj lYie- original storf went something lifce- this ... Once- upon a time, a mother duck was sitting on her eggs, waiting for them to hatch. One by one, the eggshells broke open and a cute little duckling popped out. &ut the very last egg was much larger than the others. It took ages for its shell to break open and the baby bird which finally emerged was very different from the other little ducklings. Had he been a cute little duckling like the rest of them, things would haw been very different (and there would have been no story to tell). &ut he wasn't a cute little duckling. He was big, grey ... and ugly. He certainly wasn't one of them. He stood out from the rest. He didn't fit in one bit. His family just couldn't accept him, and they"
break,TEXTBOOK,,IDIOMATIC,"Ttoo-syllable verbs & nouns < ? Which two-syllable words in exercise are pronounced differently as a verb and as a noun? Listen and check. What is the pattern? page Use the correct form of words from exercise to complete the sentences. A good balance of... is when a country... more than it.... A lot of people... to any sort of... that involves cruelty to animals. In the Unpeople used to ...foxes with dogs. It's ...now, but some people still do it illegally. Usain Bolt broke the -metre Olympic ...at the Games in and was... with a gold medal for Jamaica. You sometimes need a......to get a job in another country. She gave mean incredible birthday.... It must have... a fortune. • Think about answers to the questions in your own words. Then discuss them with a partner. What biographical details about Steve Irwin are given? How was his death unusual? Why do you think he was described as a 'modern-day Noah'? Whatdoyouthink'Crikey!' means? What is"
break,TEXTBOOK,,LITERAL,"recommend refuse suggest wonder I'd try a less powerful bike if I were you! Ybu left the tap It wasn't me! The . train to Toronto has been cancelled. "" Listen. Each conversation contains a wrong verb. Identify them. Then in pairs, suggest the correct verbs. Rewrite the second sentence so that it means the same as the first. Use a verb from exercise . 'Will he come and see us?' she thought to herself. She... if.... 'I was the one who broke the vase,' he said, ashamed. He...that.... 'If I were you, I'd get someone to help you revise.' She ...me to.... 'You should try the new Greek restaurant-it's great.' He...that we.... 'Why don't we find out more by googling it?' she asked. She ...that we should.... VAA.-A. SOI S catch up with come up with get away with live up to stand in for J Match the verbs with the"
break,TEXTBOOK,,LITERAL,"He admitted sending the letter to the president Verb ? preposition gerund: insist (on), apologize (for), confess (to), blame (for) He insisted on walking me home. Read the sentences. Imagine what each person originally said. You can add more dialogue before or after, to make it more realistic. Louise refused to say where she'd found the euros. 'Louise, where did you find those euros?' Tm not telling you. Leaue me alone!' My sister denied breaking the vase. She said it must have been the dog. Her grandmother persuaded herto have a piece of cake, even though she wasn't hungry. Igor warned us not to laugh or joke with the police. The teachersuggested sitting on the floor to do the exam-you can imagine how astonished we were! My uncle advised me not to trust anyone who offers you something for nothing. k In pairs, compare your answers to exercise . Did you have the same ideas? Complete the sentences so that they mean the same as"
break,TEXTBOOK,,LITERAL,"what they said, using different verbs from the grammar reference. If I were you. I wouldn't buy that new bicycle. My best friend aduised me not to buy that bicycle. If you need a bike, I'd buy one from Dan's Second Hand Bike Shop. I'll lend you my bicycle, if you like. I was the one who borrowed your old bicycle. You'd better not say anything to the police about it. If you keep quiet, I won't say anything about the window you broke . Read part of a scene from a film. Then write a summary of it using as many reporting verbs as you can. Harry suggested robbing a bank.... Harry Maybe vie should rob a bank. Dan Yeah, very funny. U Tessa Shall I be the getaway driver? Harry Actually, I'm serious. The fact is, Ifm broke. It's my parents' fault for not giving me any money. Dan Be careful, Harry. Robbing a bank is not a sensible solution. Tessa That's right,"
break,TEXTBOOK,,IDIOMATIC,"one who borrowed your old bicycle. You'd better not say anything to the police about it. If you keep quiet, I won't say anything about the window you broke. Read part of a scene from a film. Then write a summary of it using as many reporting verbs as you can. Harry suggested robbing a bank.... Harry Maybe vie should rob a bank. Dan Yeah, very funny. U Tessa Shall I be the getaway driver? Harry Actually, I'm serious. The fact is, Ifm broke . It's my parents' fault for not giving me any money. Dan Be careful, Harry. Robbing a bank is not a sensible solution. Tessa That's right, it's a stupid idea. Harry Well, if you like. I can tell you how I plan to do it.... Dan I can't believe you're serious. Tessa Come on Dan, let's listen to what he has to say. Harry? More practice Describe a time when someone blamed you for doing something and you denied It."
break,TEXTBOOK,,IDIOMATIC,"islands and countries in the region. Read the article quickly, and match the words in bold with the definitions. Jamaica Is an island in me Caribbean Sea. about SO kltometres south of Cute, with a population of less mar three mitten peepte in recant years, athletes horn tnis tiny island l?.e pertomied amadrq atttotic teats at inter rational totrnamerts aid events. At the C Clyirpic Games m eqng. Jamaican men and women won ahiost al the sprint medals. Usan Bo! won no metres and metres, aid broke the work! record In both events Shelly-fan Fraser Pryce won ne women's TOO metres and two other Jamaicans Sbercne Simostn and Kenan Stewart. dead heated m second place and were botti awarded the slver medal T his w""s ha test bma in Ihe history ol the avertlhat the same nation had won al three medals At the Lonctn Olympics, in tte rrost eagerly-awaited event of the Games. Bolt successful defeated he tide, sorirtng to gioty r an Olympic record time cf soconcte A global TV audencc of hw bon pccplc tuned in"
break,TEXTBOOK,,IDIOMATIC,"two after the Second World War D ...a wall separated the west and east for years Rewrite both sentences into one using a quantifier and relative pronouns which I whom. There have been a lot of demonstrations in Europe overthe past few months. Not all of them have ended peacefully. Many citizens were overjoyed to be reunited with their family. Some hadn't seen their loved ones for over years. The transition to democracy was peaceful in many countries. Many had wanted free elections foryears. Mass demonstrations were held, and fighting broke out. It led to the regime being overthrown. There are a lot of different parties running in the election. I don't feel any could make a difference to the country. away on out through to up continue an activity without stopping go... escape from someone holding you prisoner break... divide something into smaller parts break... start something suddenly (for something negative) break... make contact or reach someone get... C DICTATION ) Listen and write. [ Review unit j CVOCABULARY ) C GRAMMAR ) Unscramble the surveillance words"
break,TEXTBOOK,,IDIOMATIC,"citizens were overjoyed to be reunited with their family. Some hadn't seen their loved ones for over years. The transition to democracy was peaceful in many countries. Many had wanted free elections foryears. Mass demonstrations were held, and fighting broke out. It led to the regime being overthrown. There are a lot of different parties running in the election. I don't feel any could make a difference to the country. away on out through to up continue an activity without stopping go... escape from someone holding you prisoner break ... divide something into smaller parts break... start something suddenly (for something negative) break... make contact or reach someone get... C DICTATION ) Listen and write. [ Review unit j CVOCABULARY ) C GRAMMAR ) Unscramble the surveillance words. The muggers were identified from the... footage taken from the camera outsidethe shop, (scd loe/cictri u/VT) My new passport has a... that holds masses of information about me. (o c u m p rt e / i h p c) There are"
break,TEXTBOOK,,IDIOMATIC,"their family. Some hadn't seen their loved ones for over years. The transition to democracy was peaceful in many countries. Many had wanted free elections foryears. Mass demonstrations were held, and fighting broke out. It led to the regime being overthrown. There are a lot of different parties running in the election. I don't feel any could make a difference to the country. away on out through to up continue an activity without stopping go... escape from someone holding you prisoner break... divide something into smaller parts break ... start something suddenly (for something negative) break... make contact or reach someone get... C DICTATION ) Listen and write. [ Review unit j CVOCABULARY ) C GRAMMAR ) Unscramble the surveillance words. The muggers were identified from the... footage taken from the camera outsidethe shop, (scd loe/cictri u/VT) My new passport has a... that holds masses of information about me. (o c u m p rt e / i h p c) There are no... in the UK. If"
break,TEXTBOOK,,IDIOMATIC,"for over years. The transition to democracy was peaceful in many countries. Many had wanted free elections foryears. Mass demonstrations were held, and fighting broke out. It led to the regime being overthrown. There are a lot of different parties running in the election. I don't feel any could make a difference to the country. away on out through to up continue an activity without stopping go... escape from someone holding you prisoner break... divide something into smaller parts break... start something suddenly (for something negative) break ... make contact or reach someone get... C DICTATION ) Listen and write. [ Review unit j CVOCABULARY ) C GRAMMAR ) Unscramble the surveillance words. The muggers were identified from the... footage taken from the camera outsidethe shop, (scd loe/cictri u/VT) My new passport has a... that holds masses of information about me. (o c u m p rt e / i h p c) There are no... in the UK. If the police want to find out information about you,"
break,TEXTBOOK,,IDIOMATIC,"where he runsfrom the police B the surveillance team C wasps and locusts D freezing cold water E dust in my eye F jeans G young hooligans H important information Choose the correct prepositions. I'd never heard from / of biometric technology until I saw it on the news. Alicia hasn't heard from / about the police about her stolen laptop yet. Have you heard about / of the plan to introduce identity cards? The officers secretly listened out for/in on the terrorists' plot to blow up the airport. One criminal broke into the car, while the other listened out for/ in on the police. Write a response to the statements with an offer of help using will. My car's broken down and I need to get to work. I lost my passport and I need to get home to my country. I really need to check my emails but my computer isn't working. All my clothes are dirty. I want to do some online shopping but I don't know how to order the products. Write first conditional sentences."
break,TEXTBOOK,,IDIOMATIC,". I'd never heard from / of biometric technology until I saw it on the news. Alicia hasn't heard from / about the police about her stolen laptop yet. Have you heard about / of the plan to introduce identity cards? The officers secretly listened out for/in on the terrorists' plot to blow up the airport. One criminal broke into the car, while the other listened out for/ in on the police. Write a response to the statements with an offer of help using will. My car's broken down and I need to get to work. I lost my passport and I need to get home to my country. I really need to check my emails but my computer isn't working. All my clothes are dirty. I want to do some online shopping but I don't know how to order the products. Write first conditional sentences. Unless /they make more convictions/crime on the streets/increase. l/applyfora new passport/assoon as/they/introduce biometric ones. They can predict criminal behaviour"
break,TEXTBOOK,,IDIOMATIC,"D American football E rowing F motor sport Read the descriptions. Who is being described? They are the people who are experts in certain sport and talk about the sport on the television or radio. They enjoy watching or listening to their favourite sport very much. This person trains a sports person or team in a particular sport. They give medical support and help when a sports person is injured. This person gives important information about the sports event in a stadium. They watch a game to make sure the rules aren't broken and give the score. Complete the endings of the nouns. Then write their related adjectives. ¡ Noun s ¡ determi notion Adjective § determined eager content aspir g resourceful ¡ indiffer Complete the sentences with a multi-part verb from the box. kickoff put off send off stick at take up The managersaid I'd need to get up early and practise six days a week, but that hasn't... me.... The player was... for making a two-footed tackle on his opponent They've been the dominant side since the game.... Usain"
break,TEXTBOOK,,LITERAL,"general ability or possibility in the past. Before mobile phones, people couldn't contact each other mhen they were trauelling. My little nephem could use a touchscreen phone before he mas three! However, we don't use could to talk about an action that happened once in the past. Could always describes the general situation of being possible, not a specific action that happened. To describe a specific action, we use a different expression such as was able to or managed to. Luckily my iPad mas under marranty when it broke , which meant I could get it fixed for free. (This means that it was possible to get it fixed, NOT that I actually got itfixed.) Luckily my iPad mas under marranty when it broke, so I mas able to get it fixed. (This means that I did get itfixed.) We can use modal verbs haue past participle to speculate about what happened in the past. They are called modal perfects because they have the structure of the present perfect tense. We use must haue past participle when"
break,TEXTBOOK,,LITERAL,"n't use could to talk about an action that happened once in the past. Could always describes the general situation of being possible, not a specific action that happened. To describe a specific action, we use a different expression such as was able to or managed to. Luckily my iPad mas under marranty when it broke, which meant I could get it fixed for free. (This means that it was possible to get it fixed, NOT that I actually got itfixed.) Luckily my iPad mas under marranty when it broke , so I mas able to get it fixed. (This means that I did get itfixed.) We can use modal verbs haue past participle to speculate about what happened in the past. They are called modal perfects because they have the structure of the present perfect tense. We use must haue past participle when we are certain that something happened. My friends must haue published my address online, because I didn't do it! We use can't haue/couldn't haue past participle when we are certain that something"
break,TEXTBOOK,,LITERAL,"in conditional sentences. We can use it instead of would and will to mean would be possible / would be able to. If you meet Vassilia, you could practise your Creek! If you want, we could haue a game on my new PlayStation. Dmitry is a louely guy. He couldn't be more friendly if he tried! We use the same verbs with not haue past participle when we think it's possible that something didn't happen. Don't jump to conclusions. It might not haue been Helena who broke your iPad. (should/shouldn't haue J f Uses of be able to J We often use be able to as a synonym of can and could, because they are modal verbs and don't have certain verb forms. Can has no past participle, so can't be used in the present perfect and past perfect. We use haue been able to/had been able to instead. Sorry, I hauen't been able to finish all my work today. Luckily, Td been able to warn people about the"
break,TEXTBOOK,,LITERAL,"to in all situations where we use an -ing form. The best thing about the internet is being able to access any information at any time. See page for uses of to infinitive and -ing forms. We use should haue past participle when someone didn't do something in the past, and we think it was a mistake or bad decision. We use it when it is too late to change the situation. You should haue taken out some insurance when you bought your nem laptop. (For example, it broke , and now you have to pay a lot ofmoneyforit.) I should haue looked in a few different places before buying it. (For example, I bought it at a high price, and have seen it for sale for a lot less in other places.) We use shouldn't haue past participle to say that someone did something in the past and we think it was a mistake or bad decision. You shouldn't haue giuen himyour password. (For example, you gave him your password, and he logged"
break,TEXTBOOK,,IDIOMATIC,"cute!' exclaimed Carol. 'No, not really/grimaced Steven. Steven looked up and down the road and eventually noticed a small box placed on the doorstep. He bent down and saw that it was addressed to him, with a label which read: 'Welcome home! Here's someone to keep you company after your travels. Love J and C.'Then he noticed some small holes in the box, as if there was a small animal inside ... Steven felt his heart rate quicken, and his face broke out in a cold sweat. Surely they wouldn't have? Would they? He took a deep breath and quickly opened the box. Inside was a white, fluffy toy rat. Steven closed his eyes and smiled. Nigel Barnsley But he was starting to feel more at ease with his furry companions. As they continued to move around the beautiful ancient building, Steven felt his fear begin to subside. He became less preoccupied with his phobia and began to take in the magnificence of his surroundings. Then suddenly, he felt"
break,TEXTBOOK,,IDIOMATIC,"? Think of a timethatyou didn't thinkthrough a decision properly. What happened? How long do you spend each day going over what you've learnt? UNIT Page ) Have you evergiven up a hobby? What was it, and why? How can you keep up your English (or other language) during the holidays? What advice would you give a friend who is struggling to cope with their problems? Have you evertaken on a difficult project orsituation? What happened? UNIT Page ) Think of a region where war has broken out recently. Why is it happening? Think of a famous rock or pop group who have broken up recently. Why did it happen? Are there any parts of your country where people want to break away? Why? Would you go on studying a subject even if you hated it? UNIT Page ) Do you think it's common in yourcountry to listen in on phone calls? Describe a good friend or someone important who you haven't heard from recently. Would you read a book by an author that you'd"
break,TEXTBOOK,,IDIOMATIC,"spend each day going over what you've learnt? UNIT Page ) Have you evergiven up a hobby? What was it, and why? How can you keep up your English (or other language) during the holidays? What advice would you give a friend who is struggling to cope with their problems? Have you evertaken on a difficult project orsituation? What happened? UNIT Page ) Think of a region where war has broken out recently. Why is it happening? Think of a famous rock or pop group who have broken up recently. Why did it happen? Are there any parts of your country where people want to break away? Why? Would you go on studying a subject even if you hated it? UNIT Page ) Do you think it's common in yourcountry to listen in on phone calls? Describe a good friend or someone important who you haven't heard from recently. Would you read a book by an author that you'd never heard of? Why/Why not? Is there a new film or book that you've"
break,TEXTBOOK,,IDIOMATIC,"What was it, and why? How can you keep up your English (or other language) during the holidays? What advice would you give a friend who is struggling to cope with their problems? Have you evertaken on a difficult project orsituation? What happened? UNIT Page ) Think of a region where war has broken out recently. Why is it happening? Think of a famous rock or pop group who have broken up recently. Why did it happen? Are there any parts of your country where people want to break away? Why? Would you go on studying a subject even if you hated it? UNIT Page ) Do you think it's common in yourcountry to listen in on phone calls? Describe a good friend or someone important who you haven't heard from recently. Would you read a book by an author that you'd never heard of? Why/Why not? Is there a new film or book that you've heard about recently but haven't seen yet? CUNIT Page ) Who do you most take after in yourfamily"
break,TEXTBOOK,,LITERAL,"to tail, including skins used as trophies and status symbols. Bone used in traditional medicine HowtheWWF helps Educating communities. Collaborating with surveillance against poaching. Organizing protection areas. Raising money through its'Adopt a tiger'programme How we can help Your own ideas! Irregular Verbs Infinitive Past simple Past participle Infinitive Past simple Past participle be was/were been leave left left beat beat beaten let let let become became become lose lost lost begin began begun make made made bite bit bitten mean meant meant blow blew blown meet met met break broke broken pay paid paid bring brought brought put put put build built built read read read burn burnt/burned burnt/burned ride rode ridden buy bought bought ring rang rung catch caught caught run ran run choose chose chosen say said said come came come see saw seen cost cost cost sell sold sold cut cut cut send sent sent deal dealt dealt set set set do did done shoot shot shot draw drew drawn show showed shown dream dreamt/dreamed dreamt/dreamed shut shut shut drink drank drunk sing sang sung drive drove driven"
break,TEXTBOOK,,LITERAL,"tail, including skins used as trophies and status symbols. Bone used in traditional medicine HowtheWWF helps Educating communities. Collaborating with surveillance against poaching. Organizing protection areas. Raising money through its'Adopt a tiger'programme How we can help Your own ideas! Irregular Verbs Infinitive Past simple Past participle Infinitive Past simple Past participle be was/were been leave left left beat beat beaten let let let become became become lose lost lost begin began begun make made made bite bit bitten mean meant meant blow blew blown meet met met break broke broken pay paid paid bring brought brought put put put build built built read read read burn burnt/burned burnt/burned ride rode ridden buy bought bought ring rang rung catch caught caught run ran run choose chose chosen say said said come came come see saw seen cost cost cost sell sold sold cut cut cut send sent sent deal dealt dealt set set set do did done shoot shot shot draw drew drawn show showed shown dream dreamt/dreamed dreamt/dreamed shut shut shut drink drank drunk sing sang sung drive drove driven sink"
break,TEXTBOOK,,LITERAL,", including skins used as trophies and status symbols. Bone used in traditional medicine HowtheWWF helps Educating communities. Collaborating with surveillance against poaching. Organizing protection areas. Raising money through its'Adopt a tiger'programme How we can help Your own ideas! Irregular Verbs Infinitive Past simple Past participle Infinitive Past simple Past participle be was/were been leave left left beat beat beaten let let let become became become lose lost lost begin began begun make made made bite bit bitten mean meant meant blow blew blown meet met met break broke broken pay paid paid bring brought brought put put put build built built read read read burn burnt/burned burnt/burned ride rode ridden buy bought bought ring rang rung catch caught caught run ran run choose chose chosen say said said come came come see saw seen cost cost cost sell sold sold cut cut cut send sent sent deal dealt dealt set set set do did done shoot shot shot draw drew drawn show showed shown dream dreamt/dreamed dreamt/dreamed shut shut shut drink drank drunk sing sang sung drive drove driven sink sank"
break,TEXTBOOK,,IDIOMATIC,"challenge: relever undefi • daredevil /'dsadevl/: = brave • dream of sth/V-iNG • surpass oneself cosse-cou •fearless = daring /dtanr)/: • be attracted to / fascinated • go beyond one's limits: •spirit of adventure/adVentJa/ oudacieux /Tassineitid/ by sth depasser ses limites • strength /streq/: force •thrilling = exciting • get ahead /a'hed/: oiler de •conquer/'koqka/ • courage/'kAnd / •challenging: stimulant I'avant • break a record /'reloid/ • accomplishment = • risky = dangerous • achieve /atjiiv/ one's goal: • overcome /.auva'kAm/: achievement: exploit /deindjras/ atteindre son but surmonter • experience /ik'sprarrans/ •hostile /'hDstail/ • risk one's life • be proud (per) of sb / sth / • hardships: epreuves = inhospitable • suffer from V-ING - LANGUAGE WORKSHOP -> p. The Galactic Suite . Describe the picture, then say what the Galactic Suite /"
break,TEXTBOOK,,LITERAL,"with a sheet of paper, then say what you saw, trying to remember as many details as possible. You will find some help in the Toolbox and the Keywords. •the furniture: lesmeubles •vase/vcGz/ • safe: coffre-fort •fireplace: cheminie • weapon /toepan/: arme • pool {flaque) of blood •outline: contour • writing desk: secretaire • calendar /'kalanda/: calendrier Adjectives •chaotic /keriotik/ •scattered /'skated/: eparpille Verbs & expressions • break a door open: forcer une porte •overturn: renverser •smash: casser, briser Starting blocks Sherlock for ever i . Describe Sherlock Holmes and Doctor Watson in pictures and . . Compare them to today's Holmes and Watson in picture . ROBERT DOWNEY JR. JUDE LAW look: opparence cap ea rf la p: rabat pour oreillle bowler hat: chapeau melon stick = cane/kein/ . Which representation of Sherlock Holmes and Doctor Watson do you prefer? Explain why. . Are you a Sherlockologist? Which of these statements are"
break,TEXTBOOK,,IDIOMATIC,"carbon /'kcnben/ - China /'tfaina/ - fossil /'fosl/ -Euros /'juarauz/. b. Cette phrase est longue et contient tres peu de signes de ponctuation. A quels endroits pourrez-vous marquer une legere pause pour reprendre votre souffle ? c Verifiez a reroute. Enrichir son lexique La pollution orkbook-p. Pratiquer la grammaire 's: is ou has? - Indenombrables et articles - Emplois particuliers de I'article a /an orkbook-p. Creative writing Sat, an th: Laura's e-pod has broken down. Imagine the entry she wrote in her diary on that day. ( words) ETHODOLOGIE - p. et , E Language workshop Le present et lefutur RECIS GRAMMATICAL - . . . Q Observer et comprendre Les deux formes du present a. Relevez les verbes au present simple et ceux au present being dans les enonces ci-dessous. . [...] we get most of our food from overseas [...] (Text , p. , . ) . Climate change causes a lot of natural disasters [...] (Text , p."
break,TEXTBOOK,,IDIOMATIC,"sur que c'est un travail passionnant. ? Les adjectifs en -ed ont un sens passif. I'm not really interested. Qa ne m'interesse pas vraiment. I was shocked to hear these words. J'ai ete abasourdi d'entendre ces mots. Q Adjectifs composes i A partir d'un verbe ? Comme les adjectifs simples en -ing (voir Gr. E), les adjectifs composes en -ing ont un sens actif. a student who works hard -> a hard-working student a job that breaks your back ->? a back-breaking job m De meme, les adjectifs composes en -ed ont un sens passif (sauf dans well-behaved: "" qui se comporte bien ). an institution controlled by the state ->• a state-controlled institution a machine operated by a battery -? a battery-operated machine A partir d'un adjectif et d'un nom -ed L'adjectif compose indique une caracteristique de la personne ou de I'objet. She has dark hair. > She's dark-haired. He's a man with a cold heart"
